LAT,LONG,HUMANNAME,COUNT
22.5667,-103.733,"Tonala, Jalisco, Mexico",42
20.9167,-100.75,"San Miguel De Allende, Guanajuato, Mexico",41
20.5667,-103.15,"Puente Grande, Jalisco, Mexico",41
22.5,-98.6,"Los Aztecas, Tamaulipas, Mexico",41
18.3333,-100.65,"Coyuca De Catalan, Guerrero, Mexico",40
16.2833,-97.8167,"Santiago Jamiltepec, Oaxaca, Mexico",40
27.8333,-108.25,"Creston, Chihuahua, Mexico",40
32.45,-116.467,"Ruidoso, Baja California, Mexico",39
24.9833,-104.267,"El Chaparral, Durango, Mexico",38
18.5,-88.3,"Chetumal, Quintana Roo, Mexico",38
27.9167,-110.6,"Chiltepin, Sonora, Mexico",38
17.6708,-93.7292,"Miguel Hidalgo, Tabasco, Mexico",37
22.8667,-104.433,"Agua Prieta, Durango, Mexico",37
23.05,-109.683,"San Jose Del Cabo, Baja California Sur, Mexico",36
19.5167,-98.8833,"Texcoco, Méco, Mexico",36
21.05,-105.15,"Juan Sanchez, Nayarit, Mexico",36
18.1667,-96.1,"Ciudad Miguel Aleman, Veracruz-Llave, Mexico",36
19.1667,-98.85,"Tenango Del Aire, Méco, Mexico",36
24.0833,-99.1167,"El Barretal, Tamaulipas, Mexico",35
18.9333,-99.725,"Porfirio Diaz, Méco, Mexico",35
15.8436,-96.3267,"Huatulco, Oaxaca, Mexico",35
24.0333,-104.983,"San Carlos, Durango, Mexico",35
20.45,-100.617,"Apaseo El Alto, Guanajuato, Mexico",34
17.1,-93.8583,"Luis Echeverria, Chiapas, Mexico",34
21.2831,-100.735,"La Esperanza, Guanajuato, Mexico",34
20.7,-105.2,"Ixtapa, Jalisco, Mexico",33
22.3583,-102.242,"San Jacinto, Aguascalientes, Mexico",33
21.9667,-102.433,"San Isidro, Aguascalientes, Mexico",33
32.4631,-114.777,"San Luis Rio Colorado, Sonora, Mexico",33
21.15,-89.4833,"Ixil, YucatáMX, Mexico",32
25.3833,-98.3333,"Camarillo, Tamaulipas, Mexico",32
27.3667,-105.2,"Las Virginias, Chihuahua, Mexico",32
19.2833,-99.1667,"Tlalpan, Distrito Federal, Mexico",32
32.25,-114.5,"Sonoran Desert, Mexico (general), Mexico",32
19.3333,-101.917,"Taretan, Michoacáde Ocampo, Mexico",32
25,-90,"Gulf Of Mexico, Mexico (general), Mexico",30
19.3511,-99.0519,"Iztapalapa, Distrito Federal, Mexico",30
30.65,-106.717,"Miguel Angel, Chihuahua, Mexico",30
17.8083,-93.7,"Modelo, Tabasco, Mexico",30
23.7333,-103.533,"Emiliano Zapata, Zacatecas, Mexico",30
19.55,-103.4,"Tuxpan, Jalisco, Mexico",30
20.8,-103.317,"El Mexicano, Jalisco, Mexico",30
23.7086,-100.414,"Alvaro Obregon, Nuevo LeóX, Mexico",29
23.9667,-98.2333,"Jesus Ramirez, Tamaulipas, Mexico",29
25.0167,-105.467,"El Bronco, Durango, Mexico",29
17.2314,-95.0611,"Donaji, Oaxaca, Mexico",29
17,-95,"Isthmus Of Tehuantepec, Mexico (general), Mexico",28
20.7714,-105.538,"Punta Mita, Nayarit, Mexico",28
26.5625,-100.688,"Los Fresnos, Nuevo LeóX, Mexico",27
17.5167,-93.3167,"Esquipulas, Chiapas, Mexico",26
17.4833,-91.4333,"Tenosique, Tabasco, Mexico",26
24.0833,-104.95,"Salvador Allende, Durango, Mexico",26
21.1431,-101.023,"Palmilla, Guanajuato, Mexico",26
24.3833,-106.05,"Ciudad, Durango, Mexico",26
17.6833,-94.6167,"La Merced, Veracruz-Llave, Mexico",26
17.0936,-97.7597,"Lazaro Cardenas, Oaxaca, Mexico",25
18.4167,-89.15,"Gustavo Diaz Ordaz, Quintana Roo, Mexico",25
18.8667,-99.9167,"Almoloya De Alquisiras, Méco, Mexico",25
30.95,-110.3,"Cananea, Sonora, Mexico",25
23.6,-101.25,"Los Muertos, San Luis PotosíX, Mexico",25
18.45,-95.5333,"Cocina, Veracruz-Llave, Mexico",25
31.05,-108.067,"Apaches, Chihuahua, Mexico",24
26.7342,-112.078,"Cabeza De Vaca, Baja California Sur, Mexico",24
20.7167,-103.4,"Zapopan, Jalisco, Mexico",24
18.15,-94.4167,"Coatzacoalcos, Veracruz-Llave, Mexico",24
28.3667,-100.317,"Rancho, Coahuila de Zaragoza, Mexico",24
25.55,-103.433,"Torreon, Coahuila de Zaragoza, Mexico",23
18.85,-99.2333,"Temixco, Morelos, Mexico",23
30.7167,-112.15,"Caborca, Sonora, Mexico",23
25.5833,-108.3,"Las Americas, Sinaloa, Mexico",23
29.65,-108.383,"El Norte, Chihuahua, Mexico",23
22,-99.5333,"El Naranjo, San Luis PotosíX, Mexico",23
16.8167,-95.0333,"La Llorona, Oaxaca, Mexico",23
20.4167,-87.3,"Akumal, Quintana Roo, Mexico",22
28.1333,-109.217,"Tarahumara, Sonora, Mexico",22
20.6833,-101.35,"Irapuato, Guanajuato, Mexico",22
25.3667,-103.467,"La Frontera, Durango, Mexico",21
20.275,-98.9,"El Rincon, Hidalgo, Mexico",21
26.9833,-102.083,"Venustiano Carranza, Coahuila de Zaragoza, Mexico",21
15.9144,-96.4469,"Independencia, Oaxaca, Mexico",21
19.6,-88.7833,"Insurgentes, Quintana Roo, Mexico",21
23.5,-103.083,"La Plaza, Zacatecas, Mexico",20
27.2167,-109.283,"El Cholo, Sonora, Mexico",20
17.2167,-95.0833,"Tortuguero, Oaxaca, Mexico",20
19.3289,-99.1603,"Coyoacan, Distrito Federal, Mexico",20
16.3167,-98.0167,"Pinotepa Nacional, Oaxaca, Mexico",20
23.9333,-102.975,"Alonso Medina, Zacatecas, Mexico",20
17.1083,-100.333,"Cuauhtemoc, Guerrero, Mexico",19
23.9167,-106.375,"La Vuelta, Sinaloa, Mexico",19
18.1667,-100.55,"Santa Rosa De Lima, Guerrero, Mexico",19
22.2167,-97.85,"Tampico, Tamaulipas, Mexico",19
16.4167,-97.9167,"Pinotepa, Oaxaca, Mexico",19
20.85,-86.8667,"Puerto Morelos, Quintana Roo, Mexico",19
20,-94,"Bay Of Campeche, Mexico (general), Mexico",19
18.9472,-103.9,"Tecoman, Colima, Mexico",19
19.4167,-102.067,"Uruapan, Michoacáde Ocampo, Mexico",19
19.2,-98.9,"Los Reyes, Méco, Mexico",19
20.3833,-103.833,"Cocula, Jalisco, Mexico",18
17.2,-100.433,"Atoyac, Guerrero, Mexico",18
23.3833,-99.4167,"Camino Real, Tamaulipas, Mexico",18
19.6469,-99.2467,"Cuautitlan Izcalli, Méco, Mexico",18
16.2833,-95.8833,"Santa Maria Ecatepec, Durango, Mexico",18
21.3167,-89.4,"San Bruno, YucatáMX, Mexico",18
28.05,-106.7,"La Reina, Chihuahua, Mexico",18
30.0667,-107.65,"Jose Garcia, Chihuahua, Mexico",18
23.4833,-102.25,"Tenango, Zacatecas, Mexico",18
19.25,-96.8833,"Tenampa, Veracruz-Llave, Mexico",18
18.2833,-100.267,"Arcelia, Guerrero, Mexico",17
21.8667,-102.317,"La Huerta, Aguascalientes, Mexico",17
27.45,-110.1,"Cajeme, Sonora, Mexico",17
26.1333,-98.5167,"Arturo Flores, Tamaulipas, Mexico",17
30.7733,-111.119,"La Lomita, Sonora, Mexico",17
15.35,-92.6667,"Jalapa, Chiapas, Mexico",17
21.9,-100.017,"San Marcos, San Luis PotosíX, Mexico",17
19.1833,-102.85,"Tepalcatepec, Michoacáde Ocampo, Mexico",16
18.9833,-100.333,"El Grande, Méco, Mexico",16
29.25,-110.05,"Tenari, Sonora, Mexico",16
30.3167,-106.233,"El Diablo, Chihuahua, Mexico",16
19.3167,-98.8833,"Ixtapaluca, Méco, Mexico",16
16.5667,-94.6167,"Niltepec, Oaxaca, Mexico",16
19.3603,-99.3514,"Huixquilucan, Méco, Mexico",16
18.6833,-100.083,"Goleta, Méco, Mexico",16
25.7167,-100.317,"Topo Chico, Nuevo LeóX, Mexico",16
18.8,-97.1833,"Ciudad Mendoza, Veracruz-Llave, Mexico",16
17.0333,-95.6,"Acatlan, Oaxaca, Mexico",16
28.05,-100.583,"Rancho San Diego, Coahuila de Zaragoza, Mexico",16
18.575,-100.433,"Palos Verdes, Méco, Mexico",15
25.25,-110.933,"Blackrock, Baja California Sur, Mexico",15
18.8,-98.95,"Cuautla, Morelos, Mexico",15
25.3667,-107.517,"Badiraguato, Sinaloa, Mexico",15
19.35,-99.15,"Churubusco, Distrito Federal, Mexico",15
18.35,-99.85,"Teloloapan, Guerrero, Mexico",15
23.7,-103.55,"Marcelina, Zacatecas, Mexico",15
18.1167,-92.8667,"Tierra Amarilla, Tabasco, Mexico",15
19.4889,-90.6833,"La Joya, Campeche, Mexico",15
21.5167,-102.233,"Encarnacion De Diaz, Jalisco, Mexico",14
14.8333,-92.1833,"Metapa, Chiapas, Mexico",14
17.85,-92.8417,"El Dorado, Tabasco, Mexico",14
20.1667,-89.6667,"Chimay, YucatáMX, Mexico",14
23.3833,-102.4,"Alvarados, Zacatecas, Mexico",14
25.55,-99.9333,"Hacienda Santa Fe, Nuevo LeóX, Mexico",14
21.25,-104.417,"Caracol, Jalisco, Mexico",14
23.3167,-104.883,"El Guero, Durango, Mexico",14
17.7667,-92.6,"Macuspana, Tabasco, Mexico",14
17.8833,-99.6667,"Tenantla, Guerrero, Mexico",14
15.85,-96.7167,"La Toma, Oaxaca, Mexico",14
17.1333,-93.8,"La Garza, Chiapas, Mexico",14
26.4,-98.8,"Ciudad Camargo, Tamaulipas, Mexico",14
19.6833,-101.95,"Cheran, Michoacáde Ocampo, Mexico",14
22.5333,-102.65,"La Purisima, Zacatecas, Mexico",13
17.9667,-92.5333,"Corozal, Tabasco, Mexico",13
21.6708,-104.179,"Los Salazar, Nayarit, Mexico",13
17.25,-100.683,"Tecpan De Galeana, Guerrero, Mexico",13
29.1167,-101.833,"El Indio, Coahuila de Zaragoza, Mexico",13
17.4667,-97.2333,"Nochixtlan, Oaxaca, Mexico",13
25.5667,-103.5,"Gomez Palacio, Durango, Mexico",13
27.1,-109.483,"Chihuahuita, Sonora, Mexico",13
24.355,-99.5603,"Santa Margarita, Tamaulipas, Mexico",13
21.1,-97.8667,"Las Mesillas, Veracruz-Llave, Mexico",13
19.9,-104.417,"Mezcala, Jalisco, Mexico",13
18.5333,-99.55,"Juliantla, Guerrero, Mexico",13
14.95,-92.1667,"Tuxtla Chico, Chiapas, Mexico",13
19.4889,-99.1836,"Azcapotzalco, Distrito Federal, Mexico",13
29.7333,-108.933,"El Charro, Sonora, Mexico",13
19.3333,-99.2,"Ciudad Universitaria, Distrito Federal, Mexico",13
27.65,-114.85,"Turtle Bay, Baja California Sur, Mexico",13
28.7833,-111.6,"Poza Rica, Sonora, Mexico",12
16.95,-99.3167,"Huamuchapa, Guerrero, Mexico",12
28,-105.267,"Primitivo, Chihuahua, Mexico",12
28.3167,-100.417,"San Patricio, Coahuila de Zaragoza, Mexico",12
22.8333,-106.05,"Agua Dulce, Sinaloa, Mexico",12
21.2667,-87.75,"Samaria, YucatáMX, Mexico",12
18.6,-95.6667,"San Juan River, Veracruz-Llave, Mexico",12
22.6833,-103.667,"Las Casas, Zacatecas, Mexico",12
19.0333,-98.05,"Amozoc De Mota, Puebla, Mexico",12
20.55,-100.783,"Camargo, Guanajuato, Mexico",12
25.3833,-99.8833,"Los Ebanos, Nuevo LeóX, Mexico",12
20.5667,-100.7,"Apaseo, Guanajuato, Mexico",12
24.1828,-106.973,"Baila, Sinaloa, Mexico",12
25.1,-108.133,"Costa Azul, Sinaloa, Mexico",12
22.8,-99.2,"Chamal, Tamaulipas, Mexico",12
24.4667,-111.85,"Puerto Cortes, Baja California Sur, Mexico",12
23.1667,-102.883,"Fresnillo, Zacatecas, Mexico",12
19.1667,-96.3,"Cabo Verde, Veracruz-Llave, Mexico",12
23.8833,-100.417,"Tejon, Nuevo LeóX, Mexico",11
19.6675,-99.8328,"Los Banos, Méco, Mexico",11
27.3333,-106.167,"El Pollo, Chihuahua, Mexico",11
19.4222,-98.4889,"Vicente Guerrero, Tlaxcala, Mexico",11
30.4167,-107.917,"Nuevo Casas Grandes, Chihuahua, Mexico",11
17.0333,-100.067,"Coyuca De Benitez, Guerrero, Mexico",11
19,-99.8,"Huayanalco, Méco, Mexico",11
15.1583,-92.7167,"Rio Arriba, Chiapas, Mexico",11
22.2,-97.8667,"Anahuac, Veracruz-Llave, Mexico",11
16.75,-93.1167,"Tuxtla Gutierrez, Chiapas, Mexico",11
16.4811,-96.0625,"Manteca, Oaxaca, Mexico",11
23.7,-102.333,"La Margarita, Zacatecas, Mexico",11
17.95,-94.9167,"Acayucan, Veracruz-Llave, Mexico",11
24.4914,-106.872,"Agua Caliente, Sinaloa, Mexico",11
24.6708,-107.689,"Rosa Maria, Sinaloa, Mexico",11
25.3667,-106.783,"Tijeras, Durango, Mexico",11
23.75,-100.55,"Mimbres, San Luis PotosíX, Mexico",11
23.6333,-102.667,"Pedro Rios, Zacatecas, Mexico",11
19.7989,-99.8744,"Atlacomulco, Méco, Mexico",11
28.0833,-108.883,"La Reforma, Chihuahua, Mexico",11
18.35,-114.767,"Rocky Point, Colima, Mexico",11
31.6667,-106.25,"Lower Valley, Mexico (general), Mexico",11
26.9,-105.75,"La Jolla, Chihuahua, Mexico",11
21.8,-100.933,"Villa-Reyes, San Luis PotosíX, Mexico",11
26.8833,-111.983,"Mulege, Baja California, Mexico",11
19.4736,-96.8833,"Marco Antonio Munoz, Veracruz-Llave, Mexico",11
25,-105,"Sierra Madre Occidental, Mexico (general), Mexico",11
17.9833,-94.5167,"Minatitlan, Veracruz-Llave, Mexico",11
30.1,-104.683,"Oficina, Chihuahua, Mexico",10
18.1167,-95.15,"Hueyapan De Ocampo, Veracruz-Llave, Mexico",10
30.3667,-107.95,"Casas Grandes, Chihuahua, Mexico",10
25.5333,-103.533,"Lerdo, Durango, Mexico",10
17.7,-98.9167,"Ahuacuotzingo, Guerrero, Mexico",10
20.0833,-99.7667,"Fondo, Méco, Mexico",10
25.45,-105.883,"Pajaritos, Durango, Mexico",10
17.6,-91.0667,"Apatzingan, Tabasco, Mexico",10
17.2,-100.733,"Nuxco, Guerrero, Mexico",10
24.0667,-100.667,"Sierra Nevada, San Luis PotosíX, Mexico",10
29.3,-100.917,"Ciudad Acuna, Coahuila de Zaragoza, Mexico",10
32.5486,-115.029,"Tehuantepec, Baja California, Mexico",10
19.1,-96.1,"Boca Del Rio, Veracruz-Llave, Mexico",10
20.0167,-100.117,"Contepec, Michoacáde Ocampo, Mexico",10
31.8667,-116.667,"La Playita, Baja California, Mexico",10
24.5369,-99.6444,"Jose Delgado, Tamaulipas, Mexico",10
21.1167,-88.9833,"Las Torres, YucatáMX, Mexico",10
18.8667,-99.1833,"Jiutepec, Morelos, Mexico",10
20.9958,-104.475,"Los Altos, Nayarit, Mexico",10
24.6333,-101.65,"Cerro Gordo, Zacatecas, Mexico",10
18.7361,-103.719,"El Tamarindo, Colima, Mexico",10
18.6092,-96.6917,"Tezonapa, Oaxaca, Mexico",10
26.6589,-99.9472,"Los Santos, Nuevo LeóX, Mexico",10
23.3833,-100.767,"Arroyo Seco, San Luis PotosíX, Mexico",10
15.0167,-92.3667,"Huehuetan, Chiapas, Mexico",10
19.5667,-97.0333,"Mazatepec, Veracruz-Llave, Mexico",10
28.9,-110.133,"San Fermin, Sonora, Mexico",10
19.3333,-96.3,"La Antigua, Veracruz-Llave, Mexico",10
20.3833,-100,"San Juan Del Rio, Queréro de Arteaga, Mexico",9
18.7833,-99.2333,"Xochiltepec, Morelos, Mexico",9
19.35,-97.5333,"Texmelucan, Puebla, Mexico",9
17.6375,-93.725,"Bellas Artes, Tabasco, Mexico",9
15.8833,-96.9167,"Santa Maria Colotepec, Oaxaca, Mexico",9
20.6,-97.75,"Huitzilac, Puebla, Mexico",9
18.9667,-99.6,"Tenancingo, Méco, Mexico",9
32.5664,-115.432,"Campestre, Baja California, Mexico",9
20.7,-101.1,"Maria Gomez, Guanajuato, Mexico",9
23.7,-100.9,"Catorce, San Luis PotosíX, Mexico",9
29.95,-111.017,"Virgina, Sonora, Mexico",9
17.85,-94.95,"Correo, Veracruz-Llave, Mexico",9
16.8833,-92.6,"Chenalho, Chiapas, Mexico",9
19.3167,-97.65,"Carmela, Tlaxcala, Mexico",9
19.2,-102.6,"Tomatlan, Michoacáde Ocampo, Mexico",9
19.775,-87.9417,"Las Estrellas, Quintana Roo, Mexico",9
22.85,-99.05,"Comandante, Tamaulipas, Mexico",9
25.35,-98.6667,"Colinas, Nuevo LeóX, Mexico",9
19.3667,-102.1,"Jucutacato, Michoacáde Ocampo, Mexico",9
22.2333,-102.1,"Asientos, Aguascalientes, Mexico",9
19.3333,-102.367,"Tancitaro, Michoacáde Ocampo, Mexico",9
25.9,-103.317,"Sante Fe, Coahuila de Zaragoza, Mexico",9
21.9333,-102.418,"Agua Zarca, Aguascalientes, Mexico",9
20.7917,-98.5069,"Xochimilco, Hidalgo, Mexico",9
20.2333,-98.1167,"Naupan, Puebla, Mexico",9
20.6667,-88.5667,"Chichen Itza, YucatáMX, Mexico",9
25.6833,-100.467,"Santa Catarina, Nuevo LeóX, Mexico",9
20.775,-105.52,"Punta De Mita, Nayarit, Mexico",8
30.2167,-115.683,"Red Bluff, Baja California, Mexico",8
21.55,-105.017,"Libertad, Nayarit, Mexico",8
19.1581,-99.4897,"Almoloya, Méco, Mexico",8
19.7333,-99.2333,"La Teja, Méco, Mexico",8
29.95,-107.067,"El Berrendo, Chihuahua, Mexico",8
25.8833,-97.8,"Empalme, Tamaulipas, Mexico",8
17.8333,-98.85,"Olinala, Guerrero, Mexico",8
25.15,-105.933,"La Placita, Durango, Mexico",8
28.6833,-111.667,"Francisco Eusebio Kino, Sonora, Mexico",8
15.8667,-96.4333,"Nueva Era, Oaxaca, Mexico",8
29.4333,-111.417,"Chapala, Sonora, Mexico",8
20.0667,-97.8667,"Tlacotepec, Puebla, Mexico",8
18.0167,-95.2333,"Arriba, Veracruz-Llave, Mexico",8
25.55,-102.467,"Boquillas, Coahuila de Zaragoza, Mexico",8
32.1194,-116.885,"La Fonda, Baja California, Mexico",8
28.05,-109.933,"Las Palomas, Sonora, Mexico",8
25.5833,-101.25,"Las Vacas, Coahuila de Zaragoza, Mexico",8
28.0333,-106.467,"Santa Rosalia, Chihuahua, Mexico",8
20.95,-103.167,"Granjeno, Jalisco, Mexico",8
29.9833,-104.7,"Jose Martinez, Chihuahua, Mexico",8
20.3667,-89.7667,"Uxmal, YucatáMX, Mexico",8
25.4833,-99.4833,"Porvenir, Nuevo LeóX, Mexico",8
16.0667,-92.8,"Nuestra Senora, Chiapas, Mexico",8
23.5333,-106.033,"Yanqui, Sinaloa, Mexico",8
28.8167,-111.7,"Santa Martha, Sonora, Mexico",8
21.1833,-86.8167,"Puerto Juarez, Quintana Roo, Mexico",8
22.5833,-105.733,"Cristo Rey, Sinaloa, Mexico",8
20.0833,-100.817,"Coyotes, Guanajuato, Mexico",8
23.7153,-110.485,"San Sebastian, Baja California Sur, Mexico",8
17.8167,-93.95,"Francisco Rueda, Tabasco, Mexico",8
28.6167,-100.65,"La Fiesta, Coahuila de Zaragoza, Mexico",8
31.2822,-109.951,"Rancho Cordova, Sonora, Mexico",8
17.9917,-91.5708,"El Pato, Tabasco, Mexico",8
24.2,-103.25,"El Tiempo, Zacatecas, Mexico",8
32.3378,-114.317,"Aquiles Serdan, Sonora, Mexico",8
22.85,-105.8,"Escuinapa, Sinaloa, Mexico",8
27.2,-105.233,"Barricada, Chihuahua, Mexico",7
19.4136,-99.0331,"Netzahualcoyotl, Méco, Mexico",7
22.15,-102.217,"El Fenix, Aguascalientes, Mexico",7
25.8267,-99.6561,"San Benito, Nuevo LeóX, Mexico",7
19.1833,-97.3,"Apizaco, Puebla, Mexico",7
18.3167,-101.817,"Coahuayutla, Guerrero, Mexico",7
