LAT,LONG,HUMANNAME,COUNT
16.3,-94.1833,"Chahuites, Oaxaca, Mexico",7
23.4833,-103.883,"Chalchihuites, Zacatecas, Mexico",7
18.7083,-101.971,"El Chango, Michoacáde Ocampo, Mexico",7
17.7833,-100.7,"El Coacoyul, Guerrero, Mexico",7
23.6333,-97.8333,"Tixtla, Tamaulipas, Mexico",7
21.1667,-86.8333,"Cancun, Quintana Roo, Mexico",7
31.3667,-106.017,"Placitas, Chihuahua, Mexico",7
30.3,-107.7,"El Camino, Chihuahua, Mexico",7
31.3333,-108.833,"Animas Valley, Mexico (general), Mexico",7
16.5167,-95.9333,"Juan Garcia, Oaxaca, Mexico",7
19.4794,-99.2383,"Naucalpan, Méco, Mexico",7
19.9333,-105.267,"El Guayabillo, Jalisco, Mexico",7
18.8319,-103.867,"Yautepec, Colima, Mexico",7
24.6456,-107.284,"Duranguito, Sinaloa, Mexico",7
19.1833,-97.5333,"El Pozo, Puebla, Mexico",7
25.3833,-103.333,"El Torito, Coahuila de Zaragoza, Mexico",7
18.5,-103.467,"Ostula, Michoacáde Ocampo, Mexico",7
19.9892,-99.3197,"Cruz Azul, Hidalgo, Mexico",7
29.65,-106.317,"El Mocho, Chihuahua, Mexico",7
16.5167,-93.4833,"Las Delicias, Chiapas, Mexico",7
16.2153,-92.4889,"Francisco Hernandez, Chiapas, Mexico",7
18.6667,-95.8833,"Bolsa, Veracruz-Llave, Mexico",7
22.9,-99.3833,"Las Canoas, Tamaulipas, Mexico",7
25.8833,-108.45,"La Playa, Sinaloa, Mexico",7
28.1833,-102.717,"Nueva Italia, Coahuila de Zaragoza, Mexico",7
15.7667,-92.2667,"Chicomuselo, Chiapas, Mexico",7
19.1833,-100.133,"Valle De Bravo, Méco, Mexico",7
21.0233,-100.137,"La Silla, Guanajuato, Mexico",7
18.9167,-90.7389,"Revolucion, Campeche, Mexico",7
27.2333,-108.067,"El Colegio, Chihuahua, Mexico",7
19.5833,-104.533,"Coacoyul, Jalisco, Mexico",7
32.3333,-116.217,"El Compadre, Baja California, Mexico",7
24.55,-104.069,"La Carreta, Durango, Mexico",7
21.1333,-89.5167,"Chicxulub, YucatáMX, Mexico",7
26.15,-98.3333,"Anzalduas, Tamaulipas, Mexico",7
31.15,-110.617,"Cajon, Sonora, Mexico",7
19.7333,-104.4,"Herradura, Jalisco, Mexico",7
18.7667,-95.8833,"Estero, Veracruz-Llave, Mexico",7
20.7,-102.35,"Arandas, Jalisco, Mexico",6
24.4956,-107.72,"El Castillo, Sinaloa, Mexico",6
31.7833,-108.483,"Los Gatos, Chihuahua, Mexico",6
27.5333,-105.8,"Guadelupe, Chihuahua, Mexico",6
19.075,-96.6958,"Matara, Veracruz-Llave, Mexico",6
28.9833,-103.75,"Matachines, Chihuahua, Mexico",6
21.5833,-87.0833,"Cabo Catoche, Quintana Roo, Mexico",6
29.7667,-104.867,"El Yunque, Chihuahua, Mexico",6
17.4833,-95.3833,"Borracho, Oaxaca, Mexico",6
25.4667,-108.45,"Tamazula, Sinaloa, Mexico",6
25.45,-103.3,"Monte Carlo, Coahuila de Zaragoza, Mexico",6
27,-106.15,"Atascadero, Chihuahua, Mexico",6
18.6667,-97.0833,"Atlanca, Veracruz-Llave, Mexico",6
20.7167,-99.3833,"Plutarco Elias Calles, Hidalgo, Mexico",6
20.85,-99.5833,"El Doctor, Queréro de Arteaga, Mexico",6
29.9,-111.3,"La Sandia, Sonora, Mexico",6
27.75,-110.033,"El Arbolillo, Sonora, Mexico",6
25.4333,-108.617,"San Narciso, Sinaloa, Mexico",6
28.85,-104.917,"La Yegua, Chihuahua, Mexico",6
22.2,-99.0667,"Juan Martin, San Luis PotosíX, Mexico",6
24.5667,-100.667,"San Juan De Dios, Nuevo LeóX, Mexico",6
22.7333,-98.95,"Ciudad Mante, Tamaulipas, Mexico",6
23.3333,-98.6167,"San Juanito, Tamaulipas, Mexico",6
17.9167,-101.833,"Cobano, Guerrero, Mexico",6
31.5667,-106.95,"El Faro, Chihuahua, Mexico",6
17.9,-97.4667,"Tlacuache, Oaxaca, Mexico",6
28.3833,-105.933,"El Encino, Chihuahua, Mexico",6
16.2667,-93.9667,"La Aurora, Chiapas, Mexico",6
21.8333,-104.9,"Raton, Nayarit, Mexico",6
27.2333,-101.233,"Hermanas, Coahuila de Zaragoza, Mexico",6
29.3667,-107.017,"Campo Santo, Chihuahua, Mexico",6
21.5833,-103.275,"Los Patricios, Zacatecas, Mexico",6
24.67,-99.4625,"El Borracho, Tamaulipas, Mexico",6
19.2167,-90.5667,"Adolfo Lopez Mateos, Campeche, Mexico",6
22.35,-98.25,"La Michoacana, Veracruz-Llave, Mexico",6
22.1458,-105.65,"El Famoso, Nayarit, Mexico",6
19.2167,-102.35,"El Cuate, Michoacáde Ocampo, Mexico",6
24.56,-99.505,"Francisco Madero, Tamaulipas, Mexico",6
17.9331,-97.4875,"La Mexicana, Oaxaca, Mexico",6
27.8333,-107.583,"Bocoyna, Chihuahua, Mexico",6
22.05,-99.7333,"El Vaquero, San Luis PotosíX, Mexico",6
22.7833,-105.85,"Los Palos, Sinaloa, Mexico",6
30.7833,-110.867,"Imuris, Sonora, Mexico",6
20.25,-103,"Lake Chapala, Mexico (general), Mexico",6
20.8167,-105.183,"San Juan De Abajo, Jalisco, Mexico",6
16.6667,-96.3,"Totolapan, Oaxaca, Mexico",6
20.7167,-105.45,"Bahia De Banderas, Nayarit, Mexico",6
16.5833,-96.7333,"Ejutla, Oaxaca, Mexico",6
18.9,-100.15,"Tejupilco, Méco, Mexico",6
19.7867,-99.3561,"La Loma, Hidalgo, Mexico",6
32.2256,-116.708,"El Gato, Baja California, Mexico",5
20.55,-104.833,"Rio De La Plata, Jalisco, Mexico",5
18.6,-90.1333,"Pablo Garcia, Campeche, Mexico",5
18.1083,-93.9417,"Jose Maria Morelos, Tabasco, Mexico",5
15,-92.45,"Chispa, Chiapas, Mexico",5
19.7,-96.8667,"Miahuatlan, Veracruz-Llave, Mexico",5
19.85,-102.133,"Chilchota, Michoacáde Ocampo, Mexico",5
25.9667,-98.7667,"Juan Lopez, Nuevo LeóX, Mexico",5
18.05,-92.5167,"Mixteca, Tabasco, Mexico",5
16.0069,-96.2361,"Santiago Xanica, Oaxaca, Mexico",5
32.0775,-116.524,"Sierra Blanca, Baja California, Mexico",5
19.3819,-97.8,"El Mirador, Tlaxcala, Mexico",5
28.0167,-106.183,"Chamizal, Chihuahua, Mexico",5
19.5167,-98.9167,"San Salvador Atenco, Méco, Mexico",5
18.0167,-94.6667,"Chinameca, Veracruz-Llave, Mexico",5
21.2,-102.467,"Jalostotitlan, Jalisco, Mexico",5
20.4833,-97.0167,"Tecolutla, Veracruz-Llave, Mexico",5
23.9667,-100.183,"Coloradas, Nuevo LeóX, Mexico",5
17.7542,-91.5333,"El Nido, Tabasco, Mexico",5
26.8667,-101.217,"Carrizalejo, Coahuila de Zaragoza, Mexico",5
20.2,-99.2667,"Tezontepec De Aldama, Hidalgo, Mexico",5
20.2333,-99.2167,"Mixquiahuala, Hidalgo, Mexico",5
15.9333,-93.8,"Puerto Arista, Chiapas, Mexico",5
19.6219,-99.3131,"Nicolas Romero, Méco, Mexico",5
27.9333,-101,"Riva Palacio, Coahuila de Zaragoza, Mexico",5
32.1303,-116.782,"Aliso, Baja California, Mexico",5
27.0833,-105.233,"Huerfano, Chihuahua, Mexico",5
18.8333,-98.05,"Chiapa, Puebla, Mexico",5
27.8667,-100.467,"Pelones, Coahuila de Zaragoza, Mexico",5
21.35,-101.917,"Lagos De Moreno, Jalisco, Mexico",5
30.8,-110.867,"Yuma, Sonora, Mexico",5
19.5167,-102.45,"El Pastor, Michoacáde Ocampo, Mexico",5
19.4167,-103.133,"Valle De Guadalupe, Jalisco, Mexico",5
21.2283,-100.938,"Los Arcos, Guanajuato, Mexico",5
18.9667,-98.2833,"Ocoyucan, Puebla, Mexico",5
21.3,-100.517,"San Luis De La Paz, Guerrero, Mexico",5
20.1533,-101.125,"La Mojina, Guanajuato, Mexico",5
20.2833,-102.333,"Tanhuato, Michoacáde Ocampo, Mexico",5
29.1667,-110.233,"Feliciana, Sonora, Mexico",5
20.3167,-102.767,"Granjas, Jalisco, Mexico",5
30.8833,-108.1,"La Joyita, Chihuahua, Mexico",5
26.3333,-103.967,"Cinco Puntos, Durango, Mexico",5
18.1083,-93.5042,"Miguel Hidalgo Y Costilla, Tabasco, Mexico",5
18.4,-101.567,"Maguey, Guerrero, Mexico",5
19.6208,-99.0069,"Chiconautla, Méco, Mexico",5
25.2333,-108.167,"Encanto, Sinaloa, Mexico",5
18.1833,-101.833,"La Parota, Guerrero, Mexico",5
19.1694,-103.547,"Guaycura, Colima, Mexico",5
26.1,-107.733,"De Jose, Sinaloa, Mexico",5
29.7667,-105.767,"El Malpais, Chihuahua, Mexico",5
23.7,-104.05,"Francisco Javier, Durango, Mexico",5
19.0131,-99.0964,"Parque, Morelos, Mexico",5
21.7667,-98.8833,"San Joaquin, San Luis PotosíX, Mexico",5
19.3833,-97.35,"Quecholac, Puebla, Mexico",5
19.45,-103.8,"Mazatan, Jalisco, Mexico",5
25.5167,-99.1833,"Juan Chapa, Nuevo LeóX, Mexico",5
17.85,-100.083,"Huautla, Guerrero, Mexico",5
18.45,-97.3833,"Tehuacan, Puebla, Mexico",5
16.9608,-97.2503,"San Jose Rio Minas, Oaxaca, Mexico",5
20.75,-97.3167,"Manlio Fabio Altamirano, Veracruz-Llave, Mexico",5
20.9375,-104.6,"Las Cuevas, Nayarit, Mexico",5
19.2972,-99.3708,"La Marquesa, Méco, Mexico",5
20.1833,-97.4833,"Armadillos, Veracruz-Llave, Mexico",5
20.6333,-103.067,"Zapotlanejo, Jalisco, Mexico",5
25.5833,-98.9,"Juan Pablo, Nuevo LeóX, Mexico",5
18.9278,-103.867,"Rancho Grande, Colima, Mexico",5
25.7667,-103.017,"Bolivar, Coahuila de Zaragoza, Mexico",5
25.4167,-103.133,"El Barreal, Coahuila de Zaragoza, Mexico",5
21.0167,-88.3167,"Espita, YucatáMX, Mexico",5
27.6167,-105.917,"Nariz, Chihuahua, Mexico",5
16.8194,-91.9167,"Rio Blanco, Chiapas, Mexico",4
31.3167,-113.533,"Puerto Penasco, Sonora, Mexico",4
21.7833,-100.983,"Rusia, San Luis PotosíX, Mexico",4
18.95,-98.15,"Chautla, Puebla, Mexico",4
23.3125,-109.621,"El Bosque, Baja California Sur, Mexico",4
18.9667,-101.817,"La Huacana, Michoacáde Ocampo, Mexico",4
28.3333,-107.467,"Tacuba, Chihuahua, Mexico",4
20.5167,-104.783,"Mascota, Jalisco, Mexico",4
20.2,-99.7625,"Doctores, Méco, Mexico",4
16.5211,-97.905,"Nuevo Progreso, Oaxaca, Mexico",4
19.5833,-88.05,"Felipe Carillo Puerto, Quintana Roo, Mexico",4
22.0167,-99.2333,"San Dieguito, San Luis PotosíX, Mexico",4
28.9333,-106.033,"Santa Ysabel, Chihuahua, Mexico",4
26.0833,-99.1833,"El Barrio, Nuevo LeóX, Mexico",4
18.3667,-95.8,"Cosamaloapan, Veracruz-Llave, Mexico",4
26.92,-108.361,"Descanso, Sinaloa, Mexico",4
30.4333,-108.583,"Delicias, Chihuahua, Mexico",4
18.7333,-99.2167,"Atlacholoaya, Morelos, Mexico",4
18.95,-99.65,"Mexicapan, Méco, Mexico",4
16.0197,-96.7503,"Cangreja, Oaxaca, Mexico",4
28.3,-110.65,"Hecho, Sonora, Mexico",4
27.0167,-105.883,"Juan Mateo, Chihuahua, Mexico",4
15.65,-92,"Ciudad Cuauhtemoc, Chiapas, Mexico",4
18.7583,-97.8667,"Dolores Hidalgo, Puebla, Mexico",4
29.25,-107.417,"Namiquipa, Chihuahua, Mexico",4
26.8333,-101.917,"Bohemia, Coahuila de Zaragoza, Mexico",4
18.9,-99.65,"Potrero Nuevo, Méco, Mexico",4
14.6833,-92.2167,"Silencio, Chiapas, Mexico",4
26.5833,-107.133,"Tuaripa, Chihuahua, Mexico",4
22.3333,-102.95,"El Salto, Zacatecas, Mexico",4
31.3333,-109.083,"Guadalupe Canyon, Mexico (general), Mexico",4
18.9167,-97.7667,"San Salvador Huixcolotla, Puebla, Mexico",4
20.7722,-99.6986,"Puerto De La Cruz, Queréro de Arteaga, Mexico",4
18.975,-91.7833,"Boca Chica, Campeche, Mexico",4
28.3333,-107.85,"Tomochic, Chihuahua, Mexico",4
26.5833,-107.4,"Coloradas De La Virgen, Chihuahua, Mexico",4
20.3833,-101.2,"Valle De Santiago, Guanajuato, Mexico",4
21.0667,-98.25,"Xochitl, Hidalgo, Mexico",4
25.4167,-102.183,"Parras De La Fuente, Coahuila de Zaragoza, Mexico",4
24.9458,-99.3819,"Cerrito Prieto, Nuevo LeóX, Mexico",4
18.9833,-97.7833,"Acatzingo, Puebla, Mexico",4
24.4167,-98.0833,"Temazcal, Tamaulipas, Mexico",4
20.9792,-105.117,"La Palapa, Nayarit, Mexico",4
29.6,-107.8,"La Casita, Chihuahua, Mexico",4
15.7333,-96.4667,"Pochutla, Oaxaca, Mexico",4
17.55,-91.4833,"Usumacinta, Tabasco, Mexico",4
22.8,-99,"Santa Elena, Tamaulipas, Mexico",4
20.45,-97.3833,"Tajin, Veracruz-Llave, Mexico",4
17.6667,-98.5167,"Alpoyeca, Guerrero, Mexico",4
19.25,-101.033,"Balcones, Michoacáde Ocampo, Mexico",4
19.3967,-99.0847,"Iztacalco, Distrito Federal, Mexico",4
16.4667,-98.4167,"Cuajinicuilapa, Guerrero, Mexico",4
16.8167,-93.4,"La Ventosa, Chiapas, Mexico",4
24.15,-99.3,"Mapache, Tamaulipas, Mexico",4
25.5667,-97.7833,"Nueva Victoria, Tamaulipas, Mexico",4
27.7167,-107.7,"Sono, Chihuahua, Mexico",4
17.5333,-98.7667,"Cacahuatepec, Guerrero, Mexico",4
26.2333,-106.3,"Los Portales, Durango, Mexico",4
20.8167,-89.35,"Bacalar, YucatáMX, Mexico",4
17.25,-91.2667,"El Progresso, Tabasco, Mexico",4
17.55,-98.55,"Tlapa De Comonfort, Guerrero, Mexico",4
24.5133,-99.4,"Pascual Orozco, Tamaulipas, Mexico",4
22.8667,-104.45,"Tamales, Durango, Mexico",4
17.865,-90.8691,"El Paisa, Campeche, Mexico",4
18.4667,-100.567,"Cutzamala, Guerrero, Mexico",4
19.4,-99.2,"Tacubaya, Distrito Federal, Mexico",4
17.4167,-99.2167,"Quechultenango, Guerrero, Mexico",4
21.7167,-98.4333,"Los Monos, Veracruz-Llave, Mexico",4
26.7167,-108.867,"Casa Vieja, Sonora, Mexico",4
19.4,-100.367,"Zitacuaro, Michoacáde Ocampo, Mexico",4
19.3833,-97.6167,"Virreyes, Puebla, Mexico",4
24.4333,-104.533,"Negra, Durango, Mexico",4
20.5333,-101.133,"Andres Delgado, Guanajuato, Mexico",4
27.0333,-104.467,"Sotol, Chihuahua, Mexico",4
22.3986,-105.457,"Tecuala, Nayarit, Mexico",4
17.0167,-100.117,"Penjamo, Guerrero, Mexico",4
16.5417,-92.05,"Justo Sierra, Chiapas, Mexico",4
31.3833,-115.733,"Los Compadres, Baja California, Mexico",4
17.9833,-95.4083,"Juan Rodriguez Clara, Veracruz-Llave, Mexico",4
15.7972,-96.845,"San Bernadino, Oaxaca, Mexico",4
21.5167,-87.375,"Holbox, Quintana Roo, Mexico",4
18.4083,-93.1833,"Puerto Ceiba, Tabasco, Mexico",4
28.2,-108.383,"Chavela, Chihuahua, Mexico",4
21.9042,-104.342,"La Mesa, Nayarit, Mexico",4
20.5833,-87.1167,"Xcaret, Quintana Roo, Mexico",4
17,-96.7667,"Cuilapan, Oaxaca, Mexico",4
20.5667,-104.517,"Los Pericos, Jalisco, Mexico",4
17.1833,-97.9667,"San Juan Copala, Oaxaca, Mexico",4
16.5875,-91.6167,"Luis Espinosa, Chiapas, Mexico",4
19.5833,-96.7083,"Divina Providencia, Veracruz-Llave, Mexico",4
25.9167,-97.15,"Rio Grande Del Norte, Mexico (general), Mexico",4
18.3333,-102.45,"Pucho, Michoacáde Ocampo, Mexico",4
18.375,-94.8917,"El Negro, Veracruz-Llave, Mexico",4
32.5644,-115.353,"Ejido Puebla, Baja California, Mexico",4
24.6333,-102.283,"Rancho Viejo, Zacatecas, Mexico",4
25.8589,-111.898,"San Benancio, Baja California Sur, Mexico",4
23.8167,-106.6,"Calavera, Sinaloa, Mexico",4
26.4667,-99.4333,"Las Velas, Nuevo LeóX, Mexico",4
14.75,-92.3667,"Tonito, Chiapas, Mexico",4
23.2833,-98.9333,"La Borrega, Tamaulipas, Mexico",4
29.75,-114.75,"El Descanso, Baja California, Mexico",4
17.8667,-94.5333,"Tabasqueno, Veracruz-Llave, Mexico",4
19.8833,-97.5833,"Zacapoaxtla, Puebla, Mexico",4
27.8667,-108.8,"Marianos, Chihuahua, Mexico",4
19.5833,-98.5833,"Calpulalpan, Tlaxcala, Mexico",4
27.6833,-106.233,"Soco, Chihuahua, Mexico",4
