LAT,LONG,HUMANNAME,COUNT
34.3917,-118.543,"Santa Clarita, California, United States",6
39.3975,-105.268,"Riverview, Colorado, United States",6
19.3603,-99.3514,"Huixquilucan, Méco, Mexico",6
20.0167,-100.117,"Contepec, Michoacáde Ocampo, Mexico",6
30.0667,-107.65,"Jose Garcia, Chihuahua, Mexico",6
45.5235,-122.676,"Portland, Oregon, United States",6
16.95,-99.3167,"Huamuchapa, Guerrero, Mexico",6
18.4167,-89.15,"Gustavo Diaz Ordaz, Quintana Roo, Mexico",6
16.3167,-98.0167,"Pinotepa Nacional, Oaxaca, Mexico",6
20,-94,"Bay Of Campeche, Mexico (general), Mexico",6
46.8721,-113.994,"Missoula, Montana, United States",6
34.1706,-118.838,"Thousand Oaks, California, United States",6
23.3167,-104.883,"El Guero, Durango, Mexico",6
29.718,-95.4338,"West University Place, Texas, United States",6
40.7132,-74.0018,"Metropolitan Correctional Center, New York, United States",6
35.5167,-105.951,"Santa Fe County, New Mexico, United States",6
15.7833,-86.8,"La Ceiba, Atláida, Honduras",6
19.1,-96.1,"Boca Del Rio, Veracruz-Llave, Mexico",6
17.2167,-95.0833,"Tortuguero, Oaxaca, Mexico",6
23.7,-103.55,"Marcelina, Zacatecas, Mexico",6
26.6406,-81.8723,"Fort Myers, Florida, United States",6
45.0761,-93.3327,"Brooklyn Center, Minnesota, United States",6
19.4167,-102.067,"Uruapan, Michoacáde Ocampo, Mexico",6
29.7333,-108.933,"El Charro, Sonora, Mexico",6
29.8836,-94.1502,"Jefferson County, Texas, United States",6
19.6,-88.7833,"Insurgentes, Quintana Roo, Mexico",6
28.0333,-106.467,"Santa Rosalia, Chihuahua, Mexico",6
25.5333,-103.533,"Lerdo, Durango, Mexico",6
22.2,-97.8667,"Anahuac, Veracruz-Llave, Mexico",6
20.85,-86.8667,"Puerto Morelos, Quintana Roo, Mexico",6
29.8335,-103.251,"Brewster County, Texas, United States",6
17.2314,-95.0611,"Donaji, Oaxaca, Mexico",6
27.5333,-105.8,"Guadelupe, Chihuahua, Mexico",6
19,-99.8,"Huayanalco, Méco, Mexico",6
38.973,-107.336,"Williams Creek, Colorado, United States",6
38.8236,-104.695,"Peterson Air Force Base, Colorado, United States",6
19.35,-99.15,"Churubusco, Distrito Federal, Mexico",6
30.3169,-95.4669,"Montgomery County, Texas, United States",6
33.8303,-116.545,"Palm Springs, California, United States",6
47.9129,-122.098,"Snohomish, Washington, United States",6
15.85,-96.7167,"La Toma, Oaxaca, Mexico",6
17.95,-94.9167,"Acayucan, Veracruz-Llave, Mexico",6
37.8716,-122.273,"Berkeley, California, United States",6
6.29139,-75.5361,"Medellin, Antioquia, Colombia",6
47.5476,-122.621,"Annapolis, Washington, United States",6
25.25,-110.933,"Black Rock, Baja California Sur, Mexico",6
22.2167,-97.85,"Tampico, Tamaulipas, Mexico",6
28.05,-109.933,"Las Palomas, Sonora, Mexico",5
50.0333,-110.683,"Medicine Hat, Alberta, Canada",5
34.1462,-118.348,"Toluca Lake, California, United States",5
28.0833,-108.883,"La Reforma, Chihuahua, Mexico",5
29.7355,-94.9774,"Baytown, Texas, United States",5
9.97615,-84.8388,"Puntarenas, Provincia de Puntarenas, Costa Rica",5
18.7833,-99.2333,"Xochiltepec, Morelos, Mexico",5
32.1194,-116.885,"La Fonda, Baja California, Mexico",5
25.55,-103.433,"Torreon, Coahuila de Zaragoza, Mexico",5
37.2695,-107.882,"Durango Silverton Narrow Gauge Railroad, Colorado, United States",5
15.9333,-93.8,"Puerto Arista, Chiapas, Mexico",5
32.8925,13.18,"Tripoli, Tarabulus, Libya",5
20.55,-104.833,"Rio De La Plata, Jalisco, Mexico",5
27.2,-105.233,"Barricada, Chihuahua, Mexico",5
15.3,-86.5833,"Juventud, Olancho, Honduras",5
13.7833,-88.4,"Choluteca, IntibucáO, Honduras",5
20.3833,-103.833,"Cocula, Jalisco, Mexico",5
38.8929,-77.0039,"Hart Senate Office Building, District of Columbia, United States",5
25.5667,-103.5,"Gomez Palacio, Durango, Mexico",5
27.9333,-101,"Riva Palacio, Coahuila de Zaragoza, Mexico",5
30.1,-104.683,"Oficina, Chihuahua, Mexico",5
18.4,-101.567,"Maguey, Guerrero, Mexico",5
46.5,-80.9667,"Sudbury, Ontario, Canada",5
36.4072,-105.573,"Taos, New Mexico, United States",5
24.4667,-111.85,"Puerto Cortes, Baja California Sur, Mexico",5
31.8667,-116.667,"La Playita, Baja California, Mexico",5
40.757,-73.986,"Times Square, New York, United States",5
32.5664,-115.432,"Campestre, Baja California, Mexico",5
39.1501,-77.1997,"Montgomery County, Maryland, United States",5
21.6708,-104.179,"Los Salazar, Nayarit, Mexico",5
30.2167,-115.683,"Red Bluff, Baja California, Mexico",5
20.55,-100.783,"Camargo, Guanajuato, Mexico",5
14.2,-89.9667,"San Marcos, Jutiapa, Guatemala",5
21.15,-89.4833,"Ixil, YucatáMX, Mexico",5
25.5833,-108.3,"Las Americas, Sinaloa, Mexico",5
20.7917,-98.5069,"Xochimilco, Hidalgo, Mexico",5
39.5296,-119.814,"Reno, Nevada, United States",5
30.055,-85.5675,"Tyndall Air Force Base, Florida, United States",5
18.9472,-103.9,"Tecoman, Colima, Mexico",5
45.3333,-80.0333,"Parry Sound, Ontario, Canada",5
15.6167,-87.95,"Choloma, Departamento de Cortes, Honduras",5
40.7625,-73.9744,"Trump Tower, New York, United States",5
19.0333,-98.05,"Amozoc, Puebla, Mexico",5
38.8339,-104.821,"Colorado Springs, Colorado, United States",5
16.5667,-94.6167,"Niltepec, Oaxaca, Mexico",5
25.3667,-103.467,"La Frontera, Durango, Mexico",5
6.27611,-75.5663,"Fidel Castro, Antioquia, Colombia",5
-15.7833,-47.9167,"Brasilia, Distrito Federal, Brazil",5
28.1333,-109.217,"Tarahumara, Sonora, Mexico",5
30.2555,-88.1097,"Dauphin Island, Alabama, United States",5
33.5779,-101.855,"Lubbock, Texas, United States",5
24.0833,-104.95,"Salvador Allende, Durango, Mexico",5
25.35,-98.6667,"Colinas, Nuevo LeóX, Mexico",5
38.9238,-77.0506,"Syracuse University, District of Columbia, United States",5
26.1037,-97.1647,"South Padre Island, Texas, United States",5
31.2104,-104.172,"Red Point, Texas, United States",5
21.1167,-88.9833,"Las Torres, YucatáMX, Mexico",5
18.0167,-95.2333,"Arriba, Veracruz-Llave, Mexico",5
38.8597,-104.957,"Rocky Mountain, Colorado, United States",5
39.0483,-95.678,"Topeka, Kansas, United States",5
18.6667,-95.8833,"Bolsa, Veracruz-Llave, Mexico",5
37.2695,-107.01,"Pagosa Springs, Colorado, United States",5
26.3798,-98.8203,"Rio Grande City, Texas, United States",5
41.6772,-71.5101,"Rhode Island, United States",5
30.7167,-112.15,"Caborca, Sonora, Mexico",5
34.5167,69.1833,"Kabul, Kabol, Afghanistan",5
22.7333,-98.95,"Ciudad Mante, Tamaulipas, Mexico",5
30.3335,-97.8003,"Travis County, Texas, United States",5
18.8,-98.95,"Cuautla, Morelos, Mexico",5
39.0666,-120.768,"Placer County, California, United States",5
31.8826,-112.816,"Lukeville, Arizona, United States",5
15.4867,120.968,"Cabanatuan, Cabanatuan, Philippines",5
20.5667,-100.7,"Apaseo, Guanajuato, Mexico",5
48.0498,-121.718,"Snohomish County, Washington, United States",5
51.0833,-114.083,"Calgary, Alberta, Canada",5
18.7361,-103.719,"El Tamarindo, Colima, Mexico",5
27.65,-114.85,"Turtle Bay, Baja California Sur, Mexico",5
18.8,-97.1833,"Ciudad Mendoza, Veracruz-Llave, Mexico",5
7.07306,125.613,"Davao City, Davao City, Philippines",5
38.0293,-78.4767,"Charlottesville, Virginia, United States",5
39.1012,-84.5102,"Fountain Square, Ohio, United States",5
48.2,16.3667,"Vienna, Wien, Austria",5
18.7667,-95.8833,"Estero, Veracruz-Llave, Mexico",5
22.18,-81.1664,"Bay Of Pigs, Matanzas, Cuba",5
-34.5875,-58.6725,"Buenos Aires, Distrito Federal, Argentina",5
25.3833,-103.333,"El Torito, Coahuila de Zaragoza, Mexico",5
35.8509,-106.294,"Pajarito Mesa, New Mexico, United States",5
14.0333,-86.5833,"Danli, Paraiso, Honduras",5
31.349,-108.509,"Antelope Wells, New Mexico, United States",5
33.0006,-111.517,"Pinal County, Arizona, United States",5
14.85,-92.15,"Esquipulas, San Marcos, Guatemala",5
16.9608,-97.2503,"San Jose Rio Minas, Oaxaca, Mexico",5
38.2324,-122.637,"Petaluma, California, United States",5
30.3236,-81.6745,"Brooklyn, Florida, United States",5
40.5853,-105.084,"Fort Collins, Colorado, United States",5
21.55,-105.017,"Libertad, Nayarit, Mexico",5
19.3167,-97.65,"Carmela, Tlaxcala, Mexico",5
21.25,-104.417,"Caracol, Jalisco, Mexico",5
13.0919,-86.3538,"Esteli, EstelíU, Nicaragua",5
15.9144,-96.4469,"Independencia, Oaxaca, Mexico",5
40.8467,-91.2085,"Beaverdale, Iowa, United States",5
37.2622,-107.906,"Smelter Mountain, Colorado, United States",5
55.6667,12.5833,"Copenhagen, Køavn*, Denmark",4
19.4222,-98.4889,"Vicente Guerrero, Tlaxcala, Mexico",4
23.3333,-98.6167,"San Juanito, Tamaulipas, Mexico",4
23.5333,-106.033,"Yanqui, Sinaloa, Mexico",4
17.25,-91.2667,"El Progresso, Tabasco, Mexico",4
52.2,0.116667,"Cambridge, Cambridgeshire, United Kingdom",4
26.117,-97.5169,"Cameron County, Texas, United States",4
16.3,-94.1833,"Chahuites, Oaxaca, Mexico",4
29.9833,-104.7,"Jose Martinez, Chihuahua, Mexico",4
24.4914,-106.872,"Agua Caliente, Sinaloa, Mexico",4
31.7049,35.2038,"Bethlehem, West Bank (general), West Bank",4
14.4333,-89.1833,"Ocotepeque, Ocotepeque, Honduras",4
51.7,143.233,"Katanga, Sakhalinskaya Oblast', Russia",4
20.1667,-89.6667,"Chimay, YucatáMX, Mexico",4
37.4947,-120.847,"Turlock, California, United States",4
27.1,-109.483,"Chihuahuita, Sonora, Mexico",4
20.85,-99.5833,"El Doctor, Queréro de Arteaga, Mexico",4
54.5833,-5.93333,"Belfast, Belfast, United Kingdom",4
25.7167,-100.317,"Topo Chico, Nuevo LeóX, Mexico",4
23.8833,-100.417,"Tejon, Nuevo LeóX, Mexico",4
26.1333,-98.5167,"Arturo Flores, Tamaulipas, Mexico",4
49.8833,-97.1667,"Winnipeg, Manitoba, Canada",4
19.7867,-99.3561,"La Loma, Hidalgo, Mexico",4
20.0833,-100.817,"Coyotes, Guanajuato, Mexico",4
28.6833,-111.667,"Francisco Eusebio Kino, Sonora, Mexico",4
22.8,-99.2,"Chamal, Tamaulipas, Mexico",4
19.7989,-99.8744,"Atlacomulco, Méco, Mexico",4
30.4167,-107.917,"Nuevo Casas Grandes, Chihuahua, Mexico",4
20.2333,-99.2167,"Mixquiahuala, Hidalgo, Mexico",4
41.8334,-87.8501,"Cook County, Illinois, United States",4
45.5343,-122.419,"Wood Village, Oregon, United States",4
19.7,-96.8667,"Miahuatlan, Veracruz-Llave, Mexico",4
39.0583,-96.8216,"Fort Riley, Kansas, United States",4
17.8333,-98.85,"Olinala, Guerrero, Mexico",4
19.4794,-99.2383,"Naucalpan, Méco, Mexico",4
18.9,-100.15,"Tejupilco, Méco, Mexico",4
34.508,-120.229,"Las Cruces, California, United States",4
22.5333,-102.65,"La Purisima, Zacatecas, Mexico",4
27.765,-82.5825,"Tampa Bay, Florida, United States",4
30.3667,-107.95,"Casas Grandes, Chihuahua, Mexico",4
28.5383,-81.3792,"Orlando, Florida, United States",4
16.4167,-97.9167,"Pinotepa, Oaxaca, Mexico",4
45.5001,-122.418,"Multnomah County, Oregon, United States",4
17.6833,-94.6167,"La Merced, Veracruz-Llave, Mexico",4
18.975,72.8258,"Mumbai, Maharashtra, India",4
18.1167,-92.8667,"Tierra Amarilla, Tabasco, Mexico",4
16.4,-86.4,"Juticalpa, Departamento de Islas de la Bahia, Honduras",4
45.7054,-121.521,"Hood River, Oregon, United States",4
31.6596,-96.4828,"Springfield, Texas, United States",4
46.1833,-112.168,"Jefferson County, Montana, United States",4
30.1533,-85.6113,"Springfield, Florida, United States",4
25.4167,-102.183,"Parras De La Fuente, Coahuila de Zaragoza, Mexico",4
14.5364,-92.2311,"Rio Suchiate, Guatemala (general), Guatemala",4
18.3167,-101.817,"Coahuayutla, Guerrero, Mexico",4
17.5167,-93.3167,"Esquipulas, Chiapas, Mexico",4
28.9333,-106.033,"Santa Ysabel, Chihuahua, Mexico",4
27.0833,-105.233,"Huerfano, Chihuahua, Mexico",4
27.3642,-99.48,"Rio Bravo, Texas, United States",4
3.16667,101.7,"Kuala Lumpur, Kuala Lumpur, Malaysia",4
24.355,-99.5603,"Santa Margarita, Tamaulipas, Mexico",4
41.9628,-72.9531,"Barkhamsted Reservoir, Connecticut, United States",4
18.4083,-93.1833,"Puerto Ceiba, Tabasco, Mexico",4
32.6656,-116.004,"Jacumba Wilderness, California, United States",4
42.6987,-71.1351,"North Andover, Massachusetts, United States",4
31.6667,-106.25,"Juarez Valley, Mexico (general), Mexico",4
37.9533,-120.423,"Jamestown, California, United States",4
31.2504,-99.2506,"State Of Texas, Texas, United States",4
41.3082,-72.9282,"New Haven, Connecticut, United States",4
25.9565,-80.1392,"Aventura, Florida, United States",4
25.55,-102.467,"Boquillas, Coahuila de Zaragoza, Mexico",4
40.809,-73.9613,"Columbia University, New York, United States",4
33.767,-118.189,"Long Beach, California, United States",4
20.1833,-97.4833,"Armadillos, Veracruz-Llave, Mexico",4
18.0167,-94.6667,"Chinameca, Veracruz-Llave, Mexico",4
20.4833,-97.0167,"Tecolutla, Veracruz-Llave, Mexico",4
23.4833,-103.883,"Chalchihuites, Zacatecas, Mexico",4
42.9634,-85.6681,"Grand Rapids, Michigan, United States",4
26.467,-97.6336,"Willacy County, Texas, United States",4
41.8189,-87.6989,"Brighton Park, Illinois, United States",4
23.4833,-102.25,"Tenango, Zacatecas, Mexico",4
29.4502,-98.517,"Bexar County, Texas, United States",4
41.0814,-81.519,"Akron, Ohio, United States",4
37.5664,127,"Seoul, Soul-t'ukpyolsi, South Korea",4
26.6589,-99.9472,"Los Santos, Nuevo LeóX, Mexico",4
28.0167,-106.183,"Chamizal, Chihuahua, Mexico",4
-31.4308,152.909,"Port Macquarie, New South Wales, Australia",4
31.5112,-111.015,"Peck Canyon, Arizona, United States",4
19.25,-101.033,"Balcones, Michoacáde Ocampo, Mexico",4
29.4333,-111.417,"Chapala, Sonora, Mexico",4
15.3382,-12.8248,"Toulel, Gorgol, Mauritania",4
17.4833,-95.3833,"Borracho, Oaxaca, Mexico",4
34.0589,-118.277,"Macarthur Park, California, United States",4
18.375,-94.8917,"El Negro, Veracruz-Llave, Mexico",4
10.9072,-70.6382,"El Mamito, FalcóE, Venezuela",4
38.55,-122.901,"Sonoma County, California, United States",4
34.5003,-111.501,"State Of Arizona, Arizona, United States",4
-43.7,172.3,"Brookside, New Zealand (general), New Zealand",4
25.1,-108.133,"Costa Azul, Sinaloa, Mexico",4
27.45,-110.1,"Cajeme, Sonora, Mexico",4
51.8333,-2.25,"Gloucester, Gloucestershire, United Kingdom",4
31.9998,-108.826,"Animas River, New Mexico, United States",4
20.2833,-102.333,"Tanhuato, Michoacáde Ocampo, Mexico",4
40.9944,-94.728,"Adams County Speedway, Iowa, United States",4
32.7701,-108.28,"Silver City, New Mexico, United States",4
27.7914,-82.407,"Big Bend, Florida, United States",4
26.0734,-97.2086,"Port Isabel, Texas, United States",4
31.2222,121.458,"Shanghai, Shanghai, China",4
14.95,-92.1667,"Tuxtla Chico, Chiapas, Mexico",4
25.9017,-97.4975,"Brownsville, Texas, United States",4
15.9,-88.9,"Sarstoon River, Guatemala (general), Guatemala",4
34.9279,-85.2705,"Snodgrass Hill, Georgia, United States",4
43.6135,-116.203,"Boise, Idaho, United States",4
53.3331,-6.24889,"Dublin, Dublin, Ireland",4
30.295,-81.7612,"Lackawanna, Florida, United States",4
46.9233,-98.0032,"Valley City, North Dakota, United States",4
18.15,-87.8333,"Bacalar Chico, Belize, Belize",4
41.4995,-81.6954,"Cleveland, Ohio, United States",4
32.2002,-95.8336,"Henderson County, Texas, United States",4
27.2167,-109.283,"El Cholo, Sonora, Mexico",4
29.1511,-89.2534,"Mississippi River, Louisiana, United States",4
40.8324,-115.763,"Elko, Nevada, United States",4
26.567,-98.767,"Starr County, Texas, United States",4
25.6833,-100.467,"Santa Catarina, Nuevo LeóX, Mexico",4
15.75,120.8,"Mayamot, Nueva Ecija, Philippines",4
38.8964,-77.0262,"District of Columbia, United States",4
22.2,-99.0667,"Juan Martin, San Luis PotosíX, Mexico",4
21.35,-101.917,"Lagos De Moreno, Jalisco, Mexico",4
35.6834,-105.942,"Santa Fe Community College, New Mexico, United States",4
28.3167,-100.417,"San Patricio, Coahuila de Zaragoza, Mexico",4
44.2853,-99.4632,"South Dakota, United States",4
19.4736,-96.8833,"Marco Antonio Munoz, Veracruz-Llave, Mexico",4
14.1667,-90.15,"Coatepeque, Santa Rosa, Guatemala",4
27.6811,-99.7267,"Dolores Ranch, Texas, United States",4
51.5,-0.133333,"Buckingham Palace, Westminster, United Kingdom",4
23.7231,90.4086,"Dhaka, Dhaka, Bangladesh",4
1.79861,-78.8156,"Tumaco, NariñO, Colombia",4
36.154,-95.9928,"Tulsa, Oklahoma, United States",4
